sqldate,eventcode,actor1name,actor2name,sourceurl,pressure_url_1,reason_url_1,model_url_1,temp_url_1,temp_url_2,temp_article,pressure_url_2,reason_url_2,model_url_2,article_text,pressure_article,reason_article,model_article,pressure_final,reason_final,final_source,mode_used
20210101,130,GERMANY,,https://www.e110.de/terrorakte-vielleicht-verhindert/,push,acts of terrorism,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,push,acts of terrorism,url_1,3
20220101,43,,CHILE,http://www.funkuhr.de/fernsehprogramm/sendungsdetails/169446982/pumas-in-der-wildnis-patagoniens.html,neutral,wilderness of patagonia,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,neutral,wilderness of patagonia,url_1,3
20220101,112,,CRIMINAL,https://www.brasil247.com/brasil/bolsonaro-e-eleito-corrupto-do-ano-por-consorcio-internacional,push,corrupt-of-the-year,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,push,corrupt-of-the-year,url_1,3
20220101,46,,AUTHORITIES,https://ria.ru/20220102/status-1766397981.html,neutral,status,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,neutral,status,url_1,3
20220101,110,,PRIME MINISTER,https://www.aftenposten.no/verden/i/OrevnE/foerste-nyttaarsdag-ble-det-registrert-over-160000-koronatilfeller-i-en,neutral,New Year's Day-registered,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,neutral,New Year's Day-registered,url_1,3
20220101,190,,PRESIDENT,https://alquds.com/2022/01/01/%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D9%84%D8%A7%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A8%D8%B1%D9%82%D8%A9/,push,corona cases-in-one,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,push,corona cases-in-one,url_1,3
20220101,42,,ITALIAN,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,neutral,pin-opbg-omicron-children,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,neutral,pin-opbg-omicron-children,url_1,3
20220101,51,,WORKER,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,push,social-mobilization-in-pointe-a-pitre-arrete,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,push,social-mobilization-in-pointe-a-pitre-arrete,url_1,3
20220101,51,,WORKER,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,push,social-mobilization-in-pointe-a-pitre-arrete,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,push,social-mobilization-in-pointe-a-pitre-arrete,url_1,3
20220101,1823,,MILITARY,https://www.franceguyane.fr/actualite/france/feminicides-deux-hommes-en-garde-a-vue-le-jour-du-nouvel-an-494064.php,neutral,feminicides-two-men-in-custody-on-new-years-day,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,neutral,feminicides-two-men-in-custody-on-new-years-day,url_1,3
20220101,43,,POLE,https://as.com/futbol/2022/01/01/primera/1641057005_745473.html,neutral,No clear migration-related tokens,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,neutral,No clear migration-related tokens,url_1,3
20220101,51,,SAUDI ARABIA,https://www.okaz.com.sa/news/na/2092790,neutral,No clear migration-related tokens,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,neutral,No clear migration-related tokens,url_1,3
20220101,51,,SAUDI ARABIA,https://www.okaz.com.sa/news/na/2092790,neutral,No clear migration-related tokens,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,neutral,No clear migration-related tokens,url_1,3
20220101,20,,INTELLIGENCE,https://www.diariolaprovinciasj.com/elpais/2022/1/1/cuales-son-los-sectores-que-tendran-mayor-demanda-laboral-en-2022-165873.html,pull,sectors that will have greater labor demand,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,pull,sectors that will have greater labor demand,url_1,3
20220101,42,,VENEZUELAN,https://noticias.uol.com.br/ultimas-noticias/efe/2022/01/01/chanceler-venezuelano-pede-que-bolsonaro-aprove-transferencia-de-migrantes.htm,push,Venezuelan chanceler asks for transfer of migrants,qwen2.5:7b,0.3,0.3,0.3,,,qwen2.5:72b,,,,qwen2.5:7b,push,Venezuelan chanceler asks for transfer of migrants,url_1,3
