sqldate,eventcode,actor1name,actor2name,sourceurl,pressure_url_1,reason_url_1,model_url_1,pressure_url_2,reason_url_2,model_url_2,article_text,pressure_article,reason_article,model_article,pressure_final,reason_final,final_source,mode_used
20210101,130,GERMANY,,https://www.e110.de/terrorakte-vielleicht-verhindert/,push,acts of terrorism,mistral:7b,,,mistral:7b,,,,mistral:7b,push,acts of terrorism,url_1,3
20220101,43,,CHILE,http://www.funkuhr.de/fernsehprogramm/sendungsdetails/169446982/pumas-in-der-wildnis-patagoniens.html,neutral,pumas-in-the-wilds-of-patagonia,mistral:7b,,,mistral:7b,,,,mistral:7b,neutral,pumas-in-the-wilds-of-patagonia,url_1,3
20220101,112,,CRIMINAL,https://www.brasil247.com/brasil/bolsonaro-e-eleito-corrupto-do-ano-por-consorcio-internacional,unclear,brasil247.com,mistral:7b,unclear,<URL too short>,mistral:7b,"(ANSA) - O presidente Jair Bolsonaro foi eleito ""Personalidade do Ano"" por seu papel na promoção do crime organizado e da corrupção pelo Organized Crime and Corruption Reporting Project (OCCRP), um consórcio internacional que reúne jornalistas investigativos e centros de mídia independente.

""Eleito após o escândalo da Lava Jato como candidato anticorrupção, Bolsonaro se cercou de figuras corruptas, usou propaganda para promover sua agenda populista, minou o sistema de justiça e travou uma guerra destrutiva contra a região da Amazônia que enriqueceu alguns dos piores proprietários de terras do país"", afirma o OCCRP.

Segundo o relatório, Bolsonaro venceu ""por pouco"" outros dois líderes populistas, o presidente dos Estados Unidos, Donald Trump, e o líder turco, Recep Tayyp Erdogan, que também causaram ""grandes danos aos seus países, regiões e ao mundo"".

O texto enfatiza que ambos os políticos ""lucraram com a propaganda, minaram as instituições democráticas em seus países, politizaram seus sistemas de justiça, rejeitaram acordos multilaterais, recompensaram círculos internos corruptos e moveram seus países da lei e da ordem democráticas para a autocracia"".

Além disso, o consórcio destaca a denúncia contra o senador Flávio Bolsonaro, filho do presidente, no caso das ""rachadinhas"" na Assembleia Legislativa do Rio de Janeiro (Alerj), quando ele era deputado estadual.

As investigações contra o vereador Carlos Bolsonaro, outro filho do mandatário, também por um suposto esquema de repartição de salários de assessores; a verba depositada por Fabrício Queiroz na conta da primeira-dama, Michele Bolsonaro; e as denúncias contra o próprio Bolsonaro também foram ressaltadas no documento.

De acordo com Drew Sullivan, editor do OCCRP e um dos nove jurados, as acusações paira sobre os familiares do líder brasileiro. ""A família de Bolsonaro e seu círculo íntimo parecem estar envolvidos em uma conspiração criminosa em andamento e têm sido regularmente acusados de roubar do povo."" disse Sullivan.

""Essa é a definição de livro de uma gangue do crime organizado"". A publicação cita ainda que o prefeito afastado do Rio, Marcello Crivella, ""amigo e aliado"" do presidente, foi preso por liderar uma organização criminosa.

Amazônia - O consórcio internacional enfatizou que as ações do Bolsonaro ""não afetam apenas o Brasil"", porque ele ""abriu grandes extensões da Amazônia para a exploração por aqueles que já haviam se beneficiado da destruição da região crítica e ameaçada"".

""A destruição contínua da Amazônia está ocorrendo por causa de escolhas políticas corruptas feitas por Bolsonaro. Ele encorajou e alimentou os incêndios devastadores"", afirmou o jurado Rawan Damen, diretor do Arab Reporters for Investigative Journalism.

Para ele, ""Bolsonaro fez campanha com o compromisso explícito de explorar - ou seja, destruir - a Amazônia, que é vital para o meio ambiente global"".

O presidente da Rússia, Vladimir Putin, e o líder das Filipinas, Rodrigo Duterte, também já venceram a premiação.

Assine o 247, apoie por Pix, inscreva-se na TV 247, no canal Cortes 247 e assista:",push,"President Jair Bolsonaro's promotion of organized crime and corruption as per the Organized Crime and Corruption Reporting Project (OCCRP), his undermining of the justice system, and his destructive war against the Amazon region are conditions that may cause people to leave Brazil.",mistral:7b,push,"President Jair Bolsonaro's promotion of organized crime and corruption as per the Organized Crime and Corruption Reporting Project (OCCRP), his undermining of the justice system, and his destructive war against the Amazon region are conditions that may cause people to leave Brazil.",article,3
20220101,46,,AUTHORITIES,https://ria.ru/20220102/status-1766397981.html,unclear,ria.ru/20220102/status-1766397981.html,mistral:7b,neutral,<URL too short>,mistral:7b,,,,mistral:7b,neutral,<URL too short>,url_2,3
20220101,110,,PRIME MINISTER,https://www.aftenposten.no/verden/i/OrevnE/foerste-nyttaarsdag-ble-det-registrert-over-160000-koronatilfeller-i-en,push,"over 160,000 corona cases",mistral:7b,,,mistral:7b,,,,mistral:7b,push,"over 160,000 corona cases",url_1,3
20220101,190,,PRESIDENT,https://alquds.com/2022/01/01/%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D9%84%D8%A7%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A8%D8%B1%D9%82%D8%A9/,unclear,alquds.com/2022/01/01/إصاآباة-خلال-مواجهات-في-برقة/,mistral:7b,push,Brazil,mistral:7b,,,,mistral:7b,push,Brazil,url_2,3
20220101,42,,ITALIAN,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,neutral,pin-opbg-omicron-children,mistral:7b,,,mistral:7b,,,,mistral:7b,neutral,pin-opbg-omicron-children,url_1,3
20220101,51,,WORKER,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,pull,social-mobilization-at-point,mistral:7b,,,mistral:7b,,,,mistral:7b,pull,social-mobilization-at-point,url_1,3
20220101,51,,WORKER,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,neutral,social-mobilization-at-point,mistral:7b,,,mistral:7b,,,,mistral:7b,neutral,social-mobilization-at-point,url_1,3
20220101,1823,,MILITARY,https://www.franceguyane.fr/actualite/france/feminicides-deux-hommes-en-garde-a-vue-le-jour-du-nouvel-an-494064.php,unclear,feminicides-two-men-in-custody-on-new-year-day-494064.php,mistral:7b,unclear,<URL too short>,mistral:7b,"Son propriétaire menacé avec un fusil et un couteau.

Quatre-vingt-dix jours d'interruption temporaire de travail (ITT). Une évaluation d'incapacité provisoire. Elle pourrait être revue à la hausse si l'état de santé de la victime venait à se détériorer. L'employé de la station-service Texaco du morne Vergain, aux Abymes, braquée dans la nuit de samedi à dimanche, vers 1 heure, est encore « sous...",push,"The employee was threatened with a gun and a knife, indicating potential violence or danger in the area.",mistral:7b,push,"The employee was threatened with a gun and a knife, indicating potential violence or danger in the area.",article,3
